65	0.0022622	-0.0244925	-0.0053313
66	0.0033154	-0.0242393	-0.0181597
67	0.0034219	-0.0286977	-0.011085
68	0.0036069	-0.0312289	-0.004656
69	0.0049452	-0.0331709	-0.0161212
70	0.004971	-0.0293266	-0.0225193
71	0.0053121	-0.0379177	-0.0046288
72	0.0059006	-0.0385403	-0.0114894
73	0.0068023	-0.0375424	-0.0211886
74	0.0069536	-0.0340727	-0.0271609
75	0.0073389	-0.0445134	-0.0044273
76	0.0078469	-0.0429669	-0.0170118
77	0.0083547	-0.0463501	-0.011008
78	0.0090845	-0.04354	-0.0237783
79	0.009241	-0.0384972	-0.0319383
80	0.0097004	-0.0509099	-0.0054946
81	0.0102437	-0.0493466	-0.0181169
82	0.0108579	-0.0526898	-0.0120869
83	0.0109335	-0.0450082	-0.0302671
84	0.0120778	-0.0432944	-0.0368986
85	0.0121176	-0.051467	-0.0244383
86	0.0123373	-0.0572601	-0.0048485
87	0.0135687	-0.0590293	-0.0114314
88	0.0136528	-0.0567942	-0.0202682
89	0.0136738	-0.0511321	-0.0320502
90	0.0150314	-0.0477738	-0.0412372
91	0.0152968	-0.0634808	-0.0043945
92	0.0160154	-0.057432	-0.0304857
93	0.0163805	-0.0631675	-0.018113
94	0.0165414	-0.061208	-0.0247296
95	0.0166568	-0.0549591	-0.0369588
96	0.0022274	-0.0072059	-0.023807
97	0.0022622	-0.013549	-0.0210886
98	0.0033154	-0.0042989	-0.0299806
99	0.0034219	-0.012454	-0.0281306
100	0.0036069	-0.0187898	-0.0253745
101	0.0049452	-0.0120559	-0.0348548
102	0.004971	-0.0048134	-0.0366606
103	0.0053121	-0.0235388	-0.0300849
104	0.0059006	-0.0191279	-0.0353763
105	0.0068023	-0.0115639	-0.041529
106	0.0069536	-0.0048873	-0.0432987
107	0.0073389	-0.0283451	-0.0346063
108	0.0078469	-0.018353	-0.0424113
109	0.0083547	-0.0249907	-0.0405583
110	0.0090845	-0.0139737	-0.0476012
111	0.009241	-0.0046378	-0.0498055
112	0.0097004	-0.0321135	-0.039884
113	0.0102437	-0.0220827	-0.047704
114	0.0108579	-0.0287106	-0.0458041
115	0.0109335	-0.0104236	-0.0532276
116	0.0120778	-0.0045225	-0.056705
117	0.0121176	-0.0191121	-0.0536731
118	0.0123373	-0.0370606	-0.0439174
119	0.0135687	-0.0336568	-0.0498232
120	0.0136528	-0.0258278	-0.0544914
121	0.0136738	-0.0134929	-0.0588187
122	0.0150314	-0.004622	-0.0629403
123	0.0152968	-0.0417803	-0.047995
124	0.0160154	-0.0190539	-0.0621672
125	0.0163805	-0.0318583	-0.0574739
126	0.0165414	-0.0257941	-0.0607671
127	0.0166568	-0.0127281	-0.0649958
128	0.0022274	0.0117387	-0.0219294
129	0.0022622	0.0053313	-0.0244925
130	0.0033154	0.0181597	-0.0242393
131	0.0034219	0.011085	-0.0286977
132	0.0036069	0.004656	-0.0312289
133	0.0049452	0.0161212	-0.0331709
134	0.004971	0.0225193	-0.0293266
135	0.0053121	0.0046288	-0.0379177
136	0.0059006	0.0114894	-0.0385403
137	0.0068023	0.0211886	-0.0375424
138	0.0069536	0.0271609	-0.0340727
139	0.0073389	0.0044273	-0.0445134
140	0.0078469	0.0170118	-0.0429669
141	0.0083547	0.011008	-0.0463501
142	0.0090845	0.0237783	-0.04354
143	0.009241	0.0319383	-0.0384972
144	0.0097004	0.0054946	-0.0509099
145	0.0102437	0.0181169	-0.0493466
146	0.0108579	0.0120869	-0.0526898
147	0.0109335	0.0302671	-0.0450082
148	0.0120778	0.0368986	-0.0432944
149	0.0121176	0.0244383	-0.051467
150	0.0123373	0.0048485	-0.0572601
151	0.0135687	0.0114314	-0.0590293
152	0.0136528	0.0202682	-0.0567942
153	0.0136738	0.0320502	-0.0511321
154	0.0150314	0.0412372	-0.0477738
155	0.0152968	0.0043945	-0.0634808
156	0.0160154	0.0304857	-0.057432
157	0.0163805	0.018113	-0.0631675
158	0.0165414	0.0247296	-0.061208
159	0.0166568	0.0369588	-0.0549591
160	0.0022274	0.023807	-0.0072059
161	0.0022622	0.0210886	-0.013549
162	0.0033154	0.0299806	-0.0042989
163	0.0034219	0.0281306	-0.012454
164	0.0036069	0.0253745	-0.0187898
165	0.0049452	0.0348548	-0.0120559
166	0.004971	0.0366606	-0.0048134
167	0.0053121	0.0300849	-0.0235388
168	0.0059006	0.0353763	-0.0191279
169	0.0068023	0.041529	-0.0115639
170	0.0069536	0.0432987	-0.0048873
171	0.0073389	0.0346063	-0.0283451
172	0.0078469	0.0424113	-0.018353
173	0.0083547	0.0405583	-0.0249907
174	0.0090845	0.0476012	-0.0139737
175	0.009241	0.0498055	-0.0046378
176	0.0097004	0.039884	-0.0321135
177	0.0102437	0.047704	-0.0220827
178	0.0108579	0.0458041	-0.0287106
179	0.0109335	0.0532276	-0.0104236
180	0.0120778	0.056705	-0.0045225
181	0.0121176	0.0536731	-0.0191121
182	0.0123373	0.0439174	-0.0370606
183	0.0135687	0.0498232	-0.0336568
184	0.0136528	0.0544914	-0.0258278
185	0.0136738	0.0588187	-0.0134929
186	0.0150314	0.0629403	-0.004622
187	0.0152968	0.047995	-0.0417803
188	0.0160154	0.0621672	-0.0190539
189	0.0163805	0.0574739	-0.0318583
190	0.0165414	0.0607671	-0.0257941
191	0.0166568	0.0649958	-0.0127281
192	0.0022274	0.0219294	0.0117387
193	0.0022622	0.0244925	0.0053313
194	0.0033154	0.0242393	0.0181597
195	0.0034219	0.0286977	0.011085
196	0.0036069	0.0312289	0.004656
197	0.0049452	0.0331709	0.0161212
198	0.004971	0.0293266	0.0225193
199	0.0053121	0.0379177	0.0046288
200	0.0059006	0.0385403	0.0114894
201	0.0068023	0.0375424	0.0211886
202	0.0069536	0.0340727	0.0271609
203	0.0073389	0.0445134	0.0044273
204	0.0078469	0.0429669	0.0170118
205	0.0083547	0.0463501	0.011008
206	0.0090845	0.04354		0.0237783
207	0.009241	0.0384972	0.0319383
208	0.0097004	0.0509099	0.0054946
209	0.0102437	0.0493466	0.0181169
210	0.0108579	0.0526898	0.0120869
211	0.0109335	0.0450082	0.0302671
212	0.0120778	0.0432944	0.0368986
213	0.0121176	0.051467	0.0244383
214	0.0123373	0.0572601	0.0048485
215	0.0135687	0.0590293	0.0114314
216	0.0136528	0.0567942	0.0202682
217	0.0136738	0.0511321	0.0320502
218	0.0150314	0.0477738	0.0412372
219	0.0152968	0.0634808	0.0043945
220	0.0160154	0.057432	0.0304857
221	0.0163805	0.0631675	0.018113
222	0.0165414	0.061208	0.0247296
223	0.0166568	0.0549591	0.0369588
224	0.0022274	0.0072059	0.023807
225	0.0022622	0.013549	0.0210886
226	0.0033154	0.0042989	0.0299806
227	0.0034219	0.012454	0.0281306
228	0.0036069	0.0187898	0.0253745
229	0.0049452	0.0120559	0.0348548
230	0.004971	0.0048134	0.0366606
231	0.0053121	0.0235388	0.0300849
232	0.0059006	0.0191279	0.0353763
233	0.0068023	0.0115639	0.041529
234	0.0069536	0.0048873	0.0432987
235	0.0073389	0.0283451	0.0346063
236	0.0078469	0.018353	0.0424113
237	0.0083547	0.0249907	0.0405583
238	0.0090845	0.0139737	0.0476012
239	0.009241	0.0046378	0.0498055
240	0.0097004	0.0321135	0.039884
241	0.0102437	0.0220827	0.047704
242	0.0108579	0.0287106	0.0458041
243	0.0109335	0.0104236	0.0532276
244	0.0120778	0.0045225	0.056705
245	0.0121176	0.0191121	0.0536731
246	0.0123373	0.0370606	0.0439174
247	0.0135687	0.0336568	0.0498232
248	0.0136528	0.0258278	0.0544914
249	0.0136738	0.0134929	0.0588187
250	0.0150314	0.004622	0.0629403
251	0.0152968	0.0417803	0.047995
252	0.0160154	0.0190539	0.0621672
253	0.0163805	0.0318583	0.0574739
254	0.0165414	0.0257941	0.0607671
255	0.0166568	0.0127281	0.0649958
